tweet,0,1,2
census agriculture psa be,True,False,False
census bureau fall data release schedule cps health ins acsdata year full,True,False,False
census captures complete count farms ranches amp operate learn,True,False,False
census researchers present findings various topics conference week chicago,True,False,False
center irma moved north florida keys wind gusts danger storm,True,False,False
center right lanes blk st sw blocked outbound direction toward va left lane getting,False,True,False
central division responding street blockage commerce st e r l thornton ramp eb beat,False,True,False
central division responding street blockage st ave beat,False,True,False
centraliawa council increases commitment borst ave project lane rd shared path safety improvements gt gt,True,False,False
ceo bock we hope provide jump start recommend climate energy,True,False,False
ceo climbs mountains,True,False,False
ceo guide circulareconomy signed ceos inc partners amp,True,False,False
certainly let see help amp t manager social media,True,False,False
certified athletic trainers play vital role football field,True,False,False
certifying pipeline projects provide thousands jobs construction writes,True,False,False
chad technology team are traveling us week,True,False,False
chains required mountain areas unknown duration time,True,False,False
challenged students recognize vast potential energy market work toward building sustainable,True,False,False
challenges facing global health networks the ncd alliance experience comment ceo katie dain,True,False,False
champagne metgala amber heard wears custom ralph lauren evening dress,True,False,False
champions we extremely proud npl boys playing theliverpoolway becoming,True,False,False
chance highlight nation diplomats accomplish everyday federal budget dedicated foreign assistance,True,False,False
chance new witnessthetour shows telstra today,True,False,False
chance rapper donate million cps schools follow live facebook page,True,False,False
chandler stiles heads bump bulldogs chandlerjunior countryboy,True,False,False
change account settings change life learn utilize settings,True,False,False
change friends holding back pick new ones caution care,True,False,False
changed hair knew really,True,False,False
changes north parking garage improve traffic flow exit times,False,True,False
chapel hill transit operate regular service mon aug expect schedule delays due heavy traffic,False,True,True
chargers host first protection tour read,True,False,False
charles county police said crash happened around car traveling westbound eb lanes,False,True,False
charles fifth street highway crash reported stl stltraffic,False,True,False
charlotte county crash highway northbound mile marker all northbound lanes blocked seek alternate,False,True,False
charlotte county in port charlotte accident highway cochran blvd northbound lanes,False,True,False
charlotte county the highway nb ramp exit harbor view rd closed due construction seek alternate route,False,True,False
charlotte county there crash highway northbound beyond mile marker lanes blocked traffic,False,True,False
charlottesville un rights experts renew call us authorities urgently,True,False,False
chart service personnel afghanistan,True,False,False
chartfact act uk chart history spent weeks no amp,True,False,False
charts russians see country place world,True,False,False
chasing rainbow restaurant owner dreams every day sales like yesterday sales forums,True,False,False
cheap promotions dm promote twitter page selfie post apps rts get hella views today,True,False,False
cheap white cider impacts police resources dependent drinkers caused different incidents months,True,False,False
check amazing opportunity acres land feet waterfront property long,True,False,False
check amp fblive ag listening session today pm est,True,False,False
check ap georgia story homeowners could save harpnow,True,False,False
check article featuring fhfa research home prices downtown areas housing,True,False,False
check benta road with seven lanes paris amp simo remix soundcloud newmusicfriday edm,True,False,False
check blog amp map showing eligible principal reduction located,True,False,False
check bono oped refugee crisis aid fights poverty confronts instability,True,False,False
check bunch programs offered help smallbiz market amp expand exports abroad,True,False,False
check came party earlier tonight xslasvegas justinbieber,True,False,False
check campaign launched tali grapes,True,False,False
check careers page we lot opportunities,True,False,False
check carrier special deals promos,True,False,False
check cascadian farm cereals,True,False,False
check champions sand offering bids close tonight,True,False,False
check co npm package use generator functions yield get effect,True,False,False
check collection images animations,True,False,False
check collection springy stripes get drawer needs plus select tees amp,True,False,False
check cone drills youth football players help speed agility,True,False,False
check construction housing data help better understand markets americanhousingmonth,True,False,False
check cool tradetuesday fact happy worldtrademonth,True,False,False
check dellexperience pictures dell,True,False,False
check details assist,True,False,False
check edition selectusa digest weekly newsletter highlighting top posts,True,False,False
check facebook every week see progress making floor onewtc nyc,True,False,False
check fhfa director mel watt speech bpclive,True,False,False
check fhfa house price index report video highlights,True,False,False
check fhfa job opportunity senior examiner federal employees apply details,True,False,False
check fhfa latest foreclosure prevention report housing,True,False,False
check first ever printed office,True,False,False
check firstnet transform emergency communications police fire amp medical first,True,False,False
check food amp forestry adapting changing climate usdaresults actonclimate,True,False,False
check former members suiting first cfb games earnyourstars,True,False,False
check free nutrition graphics nationalnutritionmonth rdchat,True,False,False
check free station right outside mbpd ave learn,True,False,False
check fun i buddy sanctuary sam noaaopenhouse,True,False,False
check game schedules rosters live stream info ifaf women world championship here,True,False,False
check guides designing delivering amp evaluating deliberate practice,True,False,False
check hearstcastle california road trip amp see called land travel,True,False,False
check high school football helmets across country riddellhelmetchallenge,True,False,False
check hot new cover hittinit amazon,True,False,False
check imperial college london designs invention space disadvantaged teens,True,False,False
check instagram story first boat travel new astoria route,True,False,False
check ireland next great innovation mapped,True,False,False
check job the wall street journal sr newsletter editor,True,False,False
check ladies group women weather,True,False,False
check latest data students served idea condition education,True,False,False
check latest edition tradesource harnessing global opportunities upping your export,True,False,False
check latest texas road conditions do not drive flooded roads harvey houwx glswx txwx,True,False,False
check latest time lapse construction lakeshore road bridge sixteen mile creek via,True,False,False
check latest work,True,False,False
check library great gardening,True,False,False
check link watch our lost it bagayoko world,True,False,False
check listing joliet il listed kelly manfred,True,False,False
check listing philadelphia pa listed vendela bonner youtube video,True,False,False
check lyric video together lullaby lolita,True,False,False
check midi shorts they might looking,True,False,False
check national weather service graphic see winter storm kayla planned overnight tonight,True,False,False
check new amp inspiring goodwill ambassador lilly singh visiting youth programmes india amp,True,False,False
check new box easy street colton plus wide calf brown riding boots size easystreet via,True,False,False
check new fhfa video primer fhfa house price index calculated,True,False,False
check new steps taking expand access meals kids need,True,False,False
check new twitter moment commerce,True,False,False
check nist facebook page pm baldrige national quality awards ceremony,True,False,False
check north stonington current listings sign complete access voxer,True,False,False
check notable quotes highlights newly inducted members,True,False,False
check office space we designed space design,True,False,False
check one player amazing journey back football,True,False,False
check photo sunset amp onewtc,True,False,False
check photos video imagination camp science engineering camp middle schoolers,True,False,False
check piece amp learn harp refinance housing,True,False,False
check piece savings harp visit amp see qualify watch,True,False,False
check president obama essay unique challenges american economy faces,True,False,False
check pro mode john,True,False,False
check promo support line sending message,True,False,False
check receive info road conditions evacuation routes important alerts irma,False,False,True
check relocation tips help get ready move,True,False,False
check road conditions areas impacted harvey,False,True,False
check runner world fall shoe guide featuring new pairs tested reviewed running,True,False,False
check say conditioning excited,True,False,False
check scene the pilot jason rothenberg feat amp,True,False,False
check see uspassport six months validity left traveling,True,False,False
check service provider details promotional offerings,True,False,False
check specifics promo support line but meantime start countdown,True,False,False
check spring trend denim cropped flare ankle jean,True,False,False
check story save amp harpnow,True,False,False
check stunning aerial photo compilation nyc landmarks including onewtc naturally d,True,False,False
check sweep double your,True,False,False
check take slice heaven home,True,False,False
check theses ways help child remain focused playing youth sports,True,False,False
check things miss child done playing sports,True,False,False
check tips capturing spgweekend smartphone,True,False,False
check tips conditioning,True,False,False
check tips ensure successful middle school sports season,True,False,False
check tips help adults include physical activity lifestyle,True,False,False
check top high school football teams nation since,True,False,False
check top states could ave harp refinance infographic harpnow,True,False,False
check tupac changes trump remix made interview nails,True,False,False
check tupac changes trump remix made interview newmusicfriday flashbackfriday,True,False,False
check ur dms time clock put together whatdoyoumean,True,False,False
check victoria coulter presentation week chapter meeting thisisits,True,False,False
check week map street amp lane closures downtown otr amp the banks,True,False,False
check week update south park public safety meeting aug lander street overpass funding update,True,False,False
check weekly construction schedule june click info portsmouth hrtraffic,True,False,False
check workshop vested interests amp alc industry corp behaviour led,True,False,False
check youth football parents i,True,False,False
checks box day made thanks sharing macy,True,False,False
cheer battle world series tomorrow,True,False,False
cheering pal finale next tuesday start voting,True,False,False
cheers a dapper pair makes celebratory toast curious unrefined setting,True,False,False
cheers inside jokes outdoor nights new dynamic stretch hilfigerdenim friends,True,False,False
cheesy post i love boy,True,False,False
chef brings alaska cred tv pilot,True,False,False
chef builds kitchen chocolate sugar,True,False,False
chef creating dishes astronauts,True,False,False
chef daniel boulud hit fine serving metal wire dinner,True,False,False
chef ferran adrià greatest his restaurant called best world others say virtually,True,False,False
chef got start french laundry age,True,False,False
chef jamie bissonnette passion cooking passion extraordinary,True,False,False
chef question our fries keep turning black any tips forums,True,False,False
chef secrets revealed from judges mouths ears,True,False,False
chef wants leave note customers says if choose tip due problems service,True,False,False
chefs restaurateurs who lost lot weight how they did it,True,False,False
chefs still infused teachings julia child,True,False,False
chefs tell cautionary tales doing what they love,True,False,False
chehalis sb traffic thick folks traveling towards or,False,True,True
cherokee crash highway ex right lane affected pd enroute use far left lanes avoid issues,False,True,False
cherokee disabled vehicle past hwy ex cleared right shoulder delays linger,False,True,False
chesapeake crash highway eb george washington hwy left lane blocked backup past highway,False,True,False
chestnut street bridge highway close rehabilitation city chester delaware county,False,True,False
chetzemoka currently en route porttownsend restore service pm reservations open,True,False,False
chicago high schoolers demand better food board meeting,True,False,False
chicago houston album amp ticket bundles available go go go eveningwithjb,True,False,False
chicago nominated best us city awards want help us win click,True,False,False
chicago planned municipal id immigrants double cta fare card,True,False,False
chicago skyway ramp closed dan ryan meets street due diesel spill,False,True,False
chick fila closed every sunday many states south still blue laws alcohol sold sundays,True,False,False
chick said know hurricane houston,True,False,False
chief conspiracy theorist trump bans cdc talking reporters even basic facts via fascism,True,False,False
chief takes first flight future pilot training system air,True,False,False
chiefs using future draft picks build present patrick mahomes reggie ragland cam erving,True,False,False
child marriage human rights violation here works end,True,False,False
childhood purest thing world ahmad volunteer presents toddler new doll,True,False,False
children need access clean water their lives depend wwweek,True,False,False
children notatarget share support childrenunderattack day,True,False,False
children rural chad access basic drinking water here,True,False,False
children school notatarget rt show support childrenunderattack,True,False,False
children sheltering don bosco centre freetown landslide supplies tents,True,False,False
chilean earthquake wineries tanks bottles damaged destroyed,True,False,False
china agreed allowed sell beef major products china this real news,True,False,False
china blocked whatsapp it means something happening india north korea,True,False,False
china demands immediately withdraw korea sanctions warns hit ties china either u w us us,True,False,False
china overtakes france world region,True,False,False
china threatened amp cajoled india thru public messages mocking videos travel advisories none worked,True,False,False
chip seal olde field road today newtonma please use caution slow construction zones safetyfirst,False,True,False
chipotle marketing exec indicted major crackdown cocaine buyers new york,True,False,False
chipotle suspends pork sales pig treatment,True,False,False
chk wr ranks info help win league fantasyfootball nfl podernfamily podcast,True,False,False
chloe carson wrote president obama concerns challenges facing rural communities answered,True,False,False
cholera hits people yemen continuing fears rainy season lack access safe water,True,False,False
choose one dog breeds iconic polo shirt use polopupcontest nominate dog,True,False,False
choose one embroidered dog breeds enter polopupcontest dog rules bio link,True,False,False
choosework perfect start monday talk the productive workplace,True,False,False
chopteeth throws down original funk urgent message new album snowdenmark,True,False,False
chosen jamelle sixth book jamellesanders newrelease leadership chosen,True,False,False
chris christie morning joe raked ted cruz saying hurricane sandy relief bill pork he made,True,False,False
chris cuomo learns new phrase does trump have moral agency via,True,False,False
chris paul need stay far team,True,False,False
chris pine i play round slapjack fallontonight,True,False,False
chrispine puts clinic art polo ralph lauren linen suit,True,False,False
christie ted cruz sandy response playing politics trying make look like biggest,True,False,False
chuck taylor steps years bit department head thanks leadership,True,False,False
chuck thacker inspired visionary today computing would possible without efforts,True,False,False
churches texas entitled reimbursement fema relief funds helping victims hurricane harvey like others,True,False,False
cincytraffic southbound highway near sharon road due crash,False,True,False
cir lifts injunction blocked arkansas cutting state funding planned,True,False,False
circuit unanimously blocked attempt louisiana terminate state medicaid contract planned parenthood the court ruled,True,False,False
cites commercial determinants health perhaps influence global health amp,True,False,False
citizens get involved environmental health help researcher amp take action,True,False,False
citizens must included iot planning cities smartcitiesireland,True,False,False
citizenscience crucial sanctuaries learn get involved,True,False,False
city canada tries new approach protected bike lanes via,False,True,True
city franklin oh officials removed monument robert e lee along dixie highway overnight someone put,True,False,False
city moscow contractor employee killed construction accident via,True,False,False
city sgf traffic college street reduced one lane broadway avenue new avenue,False,True,False
city tall facades marble amp iron nyc newyork mywtc,True,False,False
city tampa opening parks amp recreation centers wed,True,False,False
citypass mobile vouchers available atlanta chicago joining dallas houston,True,False,False
civic center elevator sb platform street service continue sb peach return back northbound,True,False,False
civilans never target conflict culture neither sign petition,True,False,False
clairification spur halsey nebraska national forest closed due forest fire,False,True,False
clan get july without flag tees whole fam,True,False,False
clar accident fdr drive northbound east street right lane blocked,False,True,False
clare debris cleared ramp rd northbound bunratty,False,False,True
class a avg annual wa ca or primary traffic lanes bakersfield,True,False,False
class a cdl otr truck driver sign bonus dedicated lanes mid south,True,False,False
class arriving burg today general days away,True,False,False
classic video game super mario released day years ago,True,False,False
clay walden says mississippi accelerating jobs focuses workforce development automotive agriculture amp,True,False,False
claymont dewey ct multi residential fire reported to be a kitchen use caution in area,True,False,False
cle daily road works news pothole repair e gehring street sweeping e west blvd more,False,True,False
clean restaurants build customers confidence blogs,True,False,False
cleanhands help stay do know wash hands,True,False,False
cleanwater key sustainability challenge chemical industry solution,True,False,False
clear accident gardenstateparkway northbound north watchung avenue left lane blocked,False,True,False
clear crash sb deerfoot trail approaching avenue ne lanes open yyctraffic abroads,False,True,False
clear dead wood heavy debris durable yet stylish new products fall industryedge,True,False,False
clear incident nb st ave ne blocking left lane yyctraffic yycroads,False,True,False
clear sb allen ramp wb,False,True,False
clear sb highway highway thanks irt,False,False,True
clear sb highway north mercer st seattle,False,False,True
clear stalled vehicle removed nb north teston construction shoulder causing delay,False,False,True
clear two vehicle incident ave catalina bv ne yyctraffic yycroads,False,False,True
clear two vehicle incident st ave nw yyctraffic yycroads,False,True,True
clear wb express leslie stall right lane,False,True,True
cleared abandoned vehicle east ramp le jeune rd south closed last updated,False,False,True
cleared abandoned vehicle highway south exit florida right lane blocked last,False,True,True
cleared abandoned vehicle hillsborough highway south beyond exit highway right lane blocked last updated,False,True,False
cleared abandoned vehicle lee highway south ramp exit palm beach blvd center lane blocked last updated,False,True,True
cleared accident amp donegal exit amp new stanton exit,False,True,False
cleared accident dnt sb pgbt affecting center lane,False,True,True
cleared accident eb fairfax,False,True,False
cleared accident eb highway arlington,False,False,True
cleared accident eb highway essex,False,True,False
cleared accident eb highway halifax,False,True,False
cleared accident eb highway hampton,False,True,True
cleared accident eb highway high rise bridge chesapeake,False,False,True
cleared accident eb highway norfolk,False,False,True
cleared accident eb king william,False,True,True
cleared accident eb new kent,False,True,True
cleared accident highway sb at richardson rd cleared at pm,False,True,True
cleared accident highway sb sr jewell pkwy hall co,False,False,True
cleared accident in damage e independence bv amp albemarle rd clt,False,True,True
cleared accident in damage eastburn rd amp sharon rd clt,False,True,True
cleared accident in damage hambright rd amp beatties ford rd clt,False,True,False
cleared accident in damage harris houston rd amp university city bv clt,False,True,False
cleared accident in damage knight ct clt,False,True,False
cleared accident in damage little rock rd amp s highway hy clt,False,True,False
cleared accident in damage meacham farm dr amp commerce station dr,False,True,False
cleared accident in damage mt rd clt,False,True,True
cleared accident in damage n tryon st amp tom hunter rd clt,False,True,True
cleared accident in damage new fashion wy clt,False,True,True
cleared accident in damage parkwood av amp n brevard st clt,False,False,True
cleared accident in damage providence rd amp alexander rd clt,False,True,True
cleared accident in damage providence rd amp east barden rd clt,False,True,False
cleared accident in damage reeves ct amp tillman rd clt,False,False,True
cleared accident in damage rocky river rd amp harris station bv clt,False,False,True
cleared accident in damage s highway hy clt,False,False,True
cleared accident in damage s tryon st clt,False,True,False
cleared accident in damage shopton rd w amp green heron ct clt,False,False,True
cleared accident in damage south bv amp e hebron st clt,False,False,True
cleared accident in damage the plaza amp parkwood av clt,False,True,False
cleared accident in damage w w t harris bv amp davis lake py clt,False,True,False
cleared accident in damage west bv amp s tryon st clt,False,False,True
cleared accident nb albemarle,False,False,True
cleared accident nb fairfax,False,True,False
cleared accident nb highway campbell,False,True,False
cleared accident nb highway fairfax,False,False,True
cleared accident nb highway highway n suffolk,False,False,True
cleared accident nb highway petersburg,False,False,True
cleared accident nb highway prince william,False,True,True
cleared accident nb highway richmond,False,True,True
cleared accident nb highway rockingham,False,True,False
cleared accident nb highway stafford,False,False,True
cleared accident nb highway suffolk,False,True,False
cleared accident nb on ashburn road gloucester parkway loudoun,False,False,True
cleared accident nb on shirley gate road north braddock road fairfax,False,True,True
cleared accident nb prince william,False,True,True
cleared accident nb sussex,False,True,False
cleared accident pgbte wb dnt affecting shoulder right center lanes,False,True,True
cleared accident sb chesterfield,False,False,True
cleared accident sb fairfax,False,False,True
cleared accident sb goochland,False,False,True
cleared accident sb highway alexandria,False,True,False
cleared accident sb highway ashland,False,False,True
cleared accident sb highway augusta,False,True,False
cleared accident sb highway brunswick,False,False,True
cleared accident sb highway carroll,False,False,True
cleared accident sb highway chesterfield,False,False,True
cleared accident sb highway hampton,False,True,True
cleared accident sb highway hanover,False,True,False
cleared accident sb highway montgomery,False,False,True
cleared accident sb highway petersburg,False,False,True
cleared accident sb highway prince william,False,True,True
cleared accident sb highway richmond,False,True,False
cleared accident sb highway roanoke,False,True,False
cleared accident sb highway shenandoah,False,False,True
cleared accident sb highway stafford,False,False,True
cleared accident sb prince william,False,True,False
cleared accident sb richmond,False,False,True
cleared accident wb dawn blvd caroline,False,False,True
cleared accident wb highway augusta,False,True,True
cleared accident wb highway dinwiddie,False,True,True
cleared accident wb highway new kent,False,False,True
cleared accident wb highway norfolk,False,True,False
cleared accident wb highway richmond,False,False,True
cleared accident wb highway virginia beach,False,False,True
cleared accident wb humelsine pky w james city,False,True,True
cleared accident wb king george,False,True,False
cleared accident wb on little river turnpike west markham street fairfax,False,True,False
cleared accident wb ramp henrico,False,True,True
cleared accident wb richmond,False,True,True
cleared adams co planned closure wis wis eb all lanes blocked both directions,False,False,True
cleared advisory fog eb highway augusta,False,True,True
cleared advisory fog nb highway carroll,False,False,True
cleared advisory fog sb highway carroll,False,True,True
cleared advisory fog wb highway augusta,False,False,True
cleared advisory high wind sb highway chesapk bay brg tun s northampton,False,False,True
cleared advisory other weather eb fairfax,False,True,False
cleared advisory other weather eb merry point ferry lancaster,False,True,False
cleared advisory other weather eb rt courthouse rd dinwiddie,False,True,True
cleared advisory other weather eb rt fairfax,False,False,True
cleared advisory other weather eb rt igo rd king george,False,True,True
cleared advisory other weather eb rt lunenburg,False,False,True
cleared advisory other weather eb rt richmond,False,True,True
cleared advisory other weather nb rt battersea ln fairfax,False,False,True
cleared advisory other weather nb rt ben gayle rd hanover,False,True,True
cleared advisory other weather nb rt goochland,False,False,True
cleared advisory other weather nb rt hanover,False,True,False
cleared advisory other weather nb rt king george,False,False,True
cleared advisory other weather nb rt mathews,False,True,False
cleared advisory other weather nb rt mecklenburg,False,True,True
cleared advisory other weather nb rt new kent,False,False,True
cleared advisory other weather nb rt shoreham dr chesterfield,False,True,False
cleared advisory other weather sb highway petersburg,False,False,True
cleared advisory other weather sb rt drinkard way hanover,False,True,True
cleared advisory other weather sb rt prince george,False,False,True
cleared advisory other weather wb rt powhatan,False,True,False
cleared advisory standing water eb colonial trl e surry,False,False,True
cleared advisory standing water eb rt parsons rd hanover,False,True,True
cleared advisory standing water eb rt rescue rd isle of wight,False,True,False
cleared advisory standing water eb rt w church st brunswick,False,False,True
cleared advisory standing water nb bus exmore,False,True,True
cleared advisory standing water nb highway henrico,False,False,True
cleared advisory standing water nb prince george dr prince george,False,True,False
cleared advisory standing water nb rt peach grove rd e king amp queen,False,False,True
cleared advisory standing water nb rt prince george,False,True,True
cleared advisory standing water nb rt s lott cary rd charles city,False,True,False
cleared advisory standing water nb rt trinity church rd dinwiddie,False,False,True
cleared albany accident nb highway exit exit ramp new baltimore service area blocked incident clear traffic normal,False,True,False
cleared albany accident nb highway exit right lane open incident clear traffic normal,False,True,False
cleared all lanes blocked highway southbound past toll plaza vehicle fire right shoulder use caution area balttraffic,False,False,True
cleared allen road nb south transit rd,False,True,False
cleared am on highway northbound south st collision blocking hov lane,False,True,False
cleared am on highway westbound midspan disabled vehicle blocking right lane,False,True,True
cleared amp searights rd exit amp redstone way exit affecting left la,False,False,True
cleared atms test vt,False,False,True
cleared bayfield co crash highway airport rd all lanes affected both directions,False,False,True
cleared beware potential falling rocks along roadway,False,False,True
cleared blue mountain exit amp willow hill exit affecting lanes,False,False,True
cleared both nb amp sb on ramps highway exit brattleboro closed memorial day,False,True,False
cleared bridge maintenance operations duval main street bridge south st johns river right lane blocked last updated,False,True,False
cleared bridge opening nb harrison bridge prince george,False,True,False
cleared bridge opening nb highway coleman bridge york,False,True,False
cleared bridge opening nb highway james river bridge rte newport news,False,True,False
cleared bridge opening wb highway berkley bridge norfolk,False,True,False
cleared bridge westbound right lane use caution,False,True,False
cleared brown co other wis county ff all lanes blocked both directions,False,False,True
cleared buffalo accident eb highway exit right lane blocked incident clear delays may exist,False,False,True
cleared buffalo delays wb highway exit slow traffic incident clear traffic normal,False,True,True
cleared buffalo disabled semi trailer wb highway exit center lane blocked incident clear traffic normal,False,False,True
cleared buffalo disabled vehicle nb highway exit right lane blocked incident clear traffic normal,False,True,False
cleared buffalo road maintenance operations sb highway exit entrance ramp closed incident clear traffic normal,False,True,False
cleared buffalo slow traffic nb highway exit stop go traffic incident clear traffic normal,False,True,False
cleared buffalo slow traffic sb highway exit stop go traffic incident clear traffic normal,False,True,True
cleared chippewa co crash wis sb county j right lane,False,False,True
cleared closed other weather eb highway isle of wight,False,True,False
cleared closed other weather eb prince george,False,True,False
cleared closed other weather eb rt lawyers rd fairfax,False,False,True
cleared closed other weather eb rt penniman rd york,False,False,True
cleared closed other weather eb rt simpson cir loudoun,False,True,False
cleared closed other weather nb merry point ferry lancaster,False,True,False
cleared closed other weather nb rt aberdour rd greensville,False,True,True
cleared closed other weather nb rt southampton,False,False,True
cleared closed standing water eb rt isle of wight,False,False,True
cleared closed standing water nb merry point ferry lancaster,False,True,False
cleared closed standing water nb rt accomack,False,False,True
cleared closure both directions cedar bridge rd cr,False,False,True
cleared closure both directions end route ny turnpike rd,False,False,True
cleared closure both directions exit cr rd,False,False,True
cleared closure both directions exit lyell avenue ny,False,True,False
cleared closure both directions hackensack river drawbridge,False,True,False
cleared closure both directions rause rd cardamone crossing,False,True,False
cleared closure both directions south haynes av,False,True,True
cleared closure both directions street bay ridge parkway,False,False,True
cleared closure eb cr laurel rd,False,False,True
cleared closure gardenstateparkway nb exit red hill rd,False,False,True
cleared closure gardenstateparkway sb exit highway,False,False,True
cleared closure gardenstateparkway sb north exit main st,False,False,True
cleared closure georgewashingtonbridge wb henry hudson parkway,False,False,True
cleared closure lincolntunnel both directions new jersey side center tube new york side center tube,False,True,False
cleared closure nb exit,False,False,True
cleared closure nb exit nj,False,False,True
cleared closure nb exit northbound dunn bridge empire plaza highway highway,False,False,True
cleared closure newjerseyturnpike nb inner outer roadway split southern mixing bowl,False,True,True
cleared closure palisadesinterstateparkway sb exit highway north,False,False,True
cleared closure queensborobridge eb manhattan side queens side,False,False,True
cleared closure sb cr dover rd,False,True,False
cleared closure sb exit,False,True,False
cleared closure sb exit nj,False,False,True
cleared closure sb south seagate av,False,False,True
cleared closure sb street street,False,True,True
cleared closure wb cr st,False,True,False
cleared closure wb exit glen cove road exit willis avenue,False,False,True
cleared closure wb weequahic park,False,True,True
cleared collision highway eb,False,False,True
cleared collision highway nb,False,False,True
cleared collision highway northbound milepost near exit hwy sr roadway fully blocked detour place,False,True,False
cleared collision highway northbound milepost near tacoma south city limits,False,False,True
cleared collision highway sb,False,True,False
cleared collision highway sb arthur ravenel junior,False,True,True
cleared collision highway sb mi n,False,False,True
cleared collision highway southbound milepost near east l st,False,True,False
cleared collision highway southbound milepost near sr left lane blocked near onramp sr,False,True,True
cleared collision highway wb,False,False,True
cleared collision highway wb btwn amp mi w,False,True,False
cleared collision nb north king rd vehicles removed left lane clear,False,True,True
cleared collision qew fort erie bound approaching cawthra vehicles moved highway left lane clear,False,False,True
cleared collision qew toronto bound downside burlingtonskyway vehicles moved highway left lane clear,False,False,True
cleared collision sr blocking traffic directions milepost approximately mile east keller rd,False,False,True
cleared collision sr eastbound milepost near avenue dollars corner right thru lane blocked,False,True,True
cleared collision sr eastbound milepost near harry morgan bridge right lane blocked use caution,False,False,True
cleared collision wb express approaching avenue rd all lanes open,False,False,True
cleared collision wb express approaching victoria park vehicles moved highway right lane clear,False,False,True
cleared collision wb kitchener vehicles moved highway right lane clear,False,False,True
cleared columbia co crash highway eb highway right lane,False,True,False
cleared columbia co crash wis savanna rd all lanes affected both directions,False,True,True
cleared columbia co delays highway sb eb to highway eb all lanes affected one direction,False,True,False
cleared construction aline both directions cir station canal street station,False,True,False
cleared construction aline both directions cir station station,False,False,True
cleared construction aline both directions lefferts park station station,False,False,True
cleared construction aline both directions street station canal street station,False,True,True
cleared construction aline both directions w square station jay tech station,False,True,True
cleared construction aline manhattan bound canal street station cir station,False,True,False
cleared construction aline manhattan bound jay tech station w square station,False,False,True
cleared construction aline manhattan bound new york station station,False,True,False
cleared construction aline manhattan bound street station hts station,False,False,True
cleared construction aline queens bound station broadway nassau station,False,False,True
cleared construction aline queens bound station utica avenue station,False,True,True
cleared construction aline queens bound street station,False,False,True
cleared construction aline queens bound w square station jay tech station,False,False,True
cleared construction atlanticcitybrigantineconnector sb exit d huron ave north bacharach center,False,True,True
cleared construction atlanticcityexpressway eb west exit garden state pkwy west exit garden state pkwy,False,False,True
cleared construction atlanticcityexpressway wb east exit nj east exit nj,False,True,True
cleared construction babylonbranch eb amityville station lindenhurst station,False,True,True
cleared construction babylonbranch wb lindenhurst station amityville station,False,True,True
cleared construction beltsystemcrossislandparkway sb hillside avenue ny,False,True,False
cleared construction beltsystemshoreparkway eb exit knapp street exit flatbush avenue north,False,False,True
cleared construction berrystreet north street north street,False,True,False
cleared construction bline prospect park station kings highway station,False,True,False
cleared construction both directions aqueduct road,False,True,False
cleared construction both directions avenue station queensboro plaza station,False,False,True
cleared construction both directions broadway ny ny bowen road,False,True,False
cleared construction both directions catskill avenue exit little east neck road,False,True,True
cleared construction both directions central station brooklyn hall station,False,False,True
cleared construction both directions central station street station,False,True,False
cleared construction both directions chambers street station atlantic center station,False,False,True
cleared construction both directions city auburn town owasco line,False,True,True
cleared construction both directions clark street station new lots avenue station,False,True,False
cleared construction both directions cortlandt park station college station,False,True,True
cleared construction both directions cr,False,True,True
cleared construction both directions cr ave west hartford rd,False,True,False
cleared construction both directions cr st clay pleasant av,False,True,False
cleared construction both directions dyckman street station street station,False,True,False
cleared construction both directions east highway,False,True,False
cleared construction both directions ellsworth road geiger road floyd avenue brooks road,False,True,True
cleared construction both directions end route ny,False,True,True
cleared construction both directions exit avenue cr commack road,False,True,True
cleared construction both directions exit cr tavern rd delaware falls bridge,False,True,True
cleared construction both directions exit forest avenue highway,False,False,True
cleared construction both directions exit fort niagara state park ramp,False,False,True
cleared construction both directions exit highway,False,True,True
cleared construction both directions exit highway youngmann expressway ridge lea road east robinson road,False,True,True
cleared construction both directions exit nj highway toll bridge,False,False,True
cleared construction both directions exit north ocean avenue cr exit yaphank avenue cr,False,True,False
cleared construction both directions exit ny town schoharie town duanesburg line,False,True,False
cleared construction both directions five mile line road cr,False,True,True
cleared construction both directions flatbush college station franklin avenue station,False,False,True
cleared construction both directions grove street springfield avenue,False,False,True
cleared construction both directions guilderland avenue ny western turnpike highway,False,False,True
cleared construction both directions highway east four mile circle,False,False,True
cleared construction both directions highway exit highway,False,True,False
cleared construction both directions highway south cr av,False,True,True
cleared construction both directions holley street,False,True,False
cleared construction both directions howell rd,False,False,True
cleared construction both directions market st maple ave bridge,False,True,False
cleared construction both directions metropolitan av fresh pond rd,False,False,True
cleared construction both directions north bergen blvd south us,False,True,True
cleared construction both directions north cr av,False,False,True
cleared construction both directions north cr highway,False,False,True
cleared construction both directions north cr rd highway,False,True,False
cleared construction both directions north cr rd south cr rd,False,True,True
cleared construction both directions north st north w st,False,True,True
cleared construction both directions north west street,False,True,True
cleared construction both directions ny,False,True,False
cleared construction both directions ny aurora expressway ramp genesee erie county line county line road,False,True,False
cleared construction both directions ny end route ny genesee street ny start route ny,False,True,False
cleared construction both directions ny state thruway interchange toll booths exit highway ramp,False,False,True
cleared construction both directions parish rd west jefferson road ny east jefferson road ny south main,False,False,True
